,eta,epsilon,mu,K,r2,mse,CB_size,tradeOff_dist
199,0.02,100.0,0.6000399999999999,5,-2.251985940257681,182.8859721316203,1.0,182.888706055152
200,0.02,100.0,0.6000399999999999,9,-2.251985940257681,182.8859721316203,1.0,182.888706055152
201,0.02,100.0,0.6000399999999999,12,-2.251985940257681,182.8859721316203,1.0,182.888706055152
202,0.02,100.0,0.6000399999999999,16,-2.251985940257681,182.8859721316203,1.0,182.888706055152
203,0.02,100.0,0.6000399999999999,20,-2.251985940257681,182.8859721316203,1.0,182.888706055152
204,0.02,100.0,0.80002,2,-2.251985940257681,182.8859721316203,1.0,182.888706055152
205,0.02,100.0,0.80002,5,-2.251985940257681,182.8859721316203,1.0,182.888706055152
206,0.02,100.0,0.80002,9,-2.251985940257681,182.8859721316203,1.0,182.888706055152
207,0.02,100.0,0.80002,12,-2.251985940257681,182.8859721316203,1.0,182.888706055152
208,0.02,100.0,0.80002,16,-2.251985940257681,182.8859721316203,1.0,182.888706055152
209,0.02,100.0,0.80002,20,-2.251985940257681,182.8859721316203,1.0,182.888706055152
210,0.02,100.0,1.0,2,-2.251985940257681,182.8859721316203,1.0,182.888706055152
211,0.02,100.0,1.0,5,-2.251985940257681,182.8859721316203,1.0,182.888706055152
212,0.02,100.0,1.0,9,-2.251985940257681,182.8859721316203,1.0,182.888706055152
213,0.02,100.0,1.0,12,-2.251985940257681,182.8859721316203,1.0,182.888706055152
214,0.02,100.0,1.0,16,-2.251985940257681,182.8859721316203,1.0,182.888706055152
215,0.02,100.0,1.0,20,-2.251985940257681,182.8859721316203,1.0,182.888706055152
216,0.216,0.001,0.0001,2,0.8034986089009271,11.05089277646817,1953.0,1953.0312650418982
217,0.216,0.001,0.0001,5,0.7902948013080531,11.79345170255944,1934.0,1934.0359576551466
218,0.216,0.001,0.0001,9,0.7957173365068538,11.488497856057865,1916.0,1916.0344426922468
